Nomor laporan,Keterangan Laporan,Foto Laporan,Status laporan,Tanggal lapor,Tanggal ditindaklanjuti,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi
1081637,TaKsi ngetem terlalu lama...bikin macett,http://lh3.googleusercontent.com/uiCnTyFkJItHTsYZRiM7Hti24WYWs-uF_kV9QDedaRA8DJbKdq-GFnORUNwAuQVMor2vQRhU9-jvm3V3D6JpTgbJw6-O=s480-c,wait,24/11/2017,,Kemacetan,-6.2078,106.797516,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1084369,"Macet berenti hingga 20 menit pasar palmerah karna angkot ngetem tolong diurua, nis #angkotngetem",http://lh3.googleusercontent.com/7LqGgbHuOIF-UoP_bML8PGXpXBawrXIV4nypAO06YMvn470Xdd6FBTygSm_H3ytuFmrCCiqrQJbRmtFOMJkggWqll3JV=s480-c,complete,29/11/2017,02/12/2017,Kemacetan,-6.206462,106.796471,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1084585,Depan blok A #angkotngetem,http://lh3.googleusercontent.com/mBtb1WnigzHQTgDxUPiLM9AXycYhR71i-KSxhVFahHIGZGERwAyjBltw4so9y_Kj1o5ug8Y0fPWvyTtHkHutrgMNUn03=s480-c,wait,29/11/2017,,Kemacetan,-6.187698,106.815369,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1084608,sudah hampir 1 jam di jl cideng tidak bergerak #stuck,http://lh3.googleusercontent.com/Pty3NBmbAcO_1k2FulHGJV4P7o13Ua0zLO6oOaomYPt4XA_DMeDnu4mKcKCqxbtwnwXg4cX0VT4itAfoS6w47FPV5a2JIw=s480-c,wait,29/11/2017,,Kemacetan,-6.188526,106.813759,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1084843,Taksi Ngetem,http://lh3.googleusercontent.com/gezlcH7MGzwdzVnu9ezWVhlJ9zMbupOa99j5ZCmEktSePlygmJoHZoDQOSYpZkZ1zX05GeynFR8ffgQw8UlVxLNFgmtb=s480-c,wait,30/11/2017,,Kemacetan,-6.207097,106.797768,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1085605,Macet parah...\u1f600\u1f64f\u1f44c\u1f44d,http://lh3.googleusercontent.com/Wvk2eAALS-FTkDW57rBW1eQqptHw67fW8UPCKSc8uY-RgjKVQAuLxx1hvGTluZDIWZdMVuBz-1iFUiinBHAFK-Nds2cF=s480-c,wait,02/12/2017,,Kemacetan,-6.202802,106.800621,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1087690,Jln gerbang pemuda  macet krn parkir liar,http://lh3.googleusercontent.com/wM83C1TlKk6T0ZBm_3Di_wJpToyTIzAvo8ebUKaN-5_G3QG81rVERXq_opIUesughfWsLI43GkPF3VzPxn0e5ySc5E4Z=s480-c,wait,06/12/2017,,Kemacetan,-6.212882,106.805771,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1088362,Macet karena PKL dan Pungli dan parkir liar,http://lh3.googleusercontent.com/VQOn3GxT9r4PrA2qy0rK546aXUXQeE_LeFoY9fKyDWKX1igrKw_54BEm-h2Tt5YkYzEBtHJ9Z9Fi40kgi8TRWrThFbZg=s480-c,process,08/12/2017,,Kemacetan,-6.192849,106.814789,Kebon Kacang,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1090554,Taksi ngetem bikin macet,http://lh3.googleusercontent.com/vP8osYr-tNDGesMnl_h8hDqwXgT9IJGYnQnN9DhGGhpIQH5UOhAA8jF6gdUaESbc9UmCJl3TH--IH2amRGReizoVL3xH=s480-c,wait,13/12/2017,,Kemacetan,-6.208445,106.797211,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1090985,#angkotngetem. Siapa yang makan jalan paling banyak. Bikin macet. #taxiexpress. Tolong diperhatikan.,http://qlueinvideos.storage.googleapis.com/5a31ea1ad4ddc.mp4,wait,14/12/2017,,Kemacetan,-6.208256,106.797295,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1091041,Jakarta Darurat Macet,http://lh3.googleusercontent.com/jshCjX8OyPr16bDXjZ5sAFkZeT5-V4nJpvhdhaZUtUs_e-37vcQOJAwx1AtL-qIwO_Ikf1p73OFZa4YGrYlmTqYJwYVEpA=s480-c,wait,14/12/2017,,Kemacetan,-6.185094,106.815063,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1091736,"Jakarta perlu pembatasan unit kendaraan
Percuma bnyak jalan di bangun tp kl tidak ada pembatasan unit produksi kendaraan sama aja bohong",http://lh3.googleusercontent.com/HGhXoWcF-IMVqT8Zh3gGbfvgcEEfpwkVjh2RuJstrW9k9x_TnCzVe9wjlmZithChAZqPGvkcryBFR4FixOA8iklrvjTx=s480-c,wait,15/12/2017,,Kemacetan,-6.201277,106.813019,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1092075,Macet parah tanah abang #angkotngetem #bottleneck,http://lh3.googleusercontent.com/fbV9ndyQZvVXzqAi1XQsvX9tciXH0f4aLqC-q7ebyR8jvhwP979n9ZCmLrwuYZXUl2fmv42pv6LK63PuwejLMHamkRE6=s480-c,wait,16/12/2017,,Kemacetan,-6.188586,106.81163,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1092621,Mohon pembatas jalan di simpang semanggi dari arah slipi bisa di perpendek atau di hilangkan seperti di jalur sebrangnya dari arah cawang karena membuat kemacetan panjang #semanggimacet,http://lh3.googleusercontent.com/3l9JaJrfwA852dKm5qWz2GwfnVOWE0hFLfhaWQqM62Dg1C3wjTywPFqt3Sg7GtYBMfDFzXyUVVqHKhDYTsVwqT2Jzjw5=s480-c,complete,18/12/2017,25/01/2018,Kemacetan,-6.217637,106.812012,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1094206,Jalur lambat ditutup terus tiap hari biar lancar jalan pejabat dijalur cepat,http://qlueinvideos.storage.googleapis.com/5a3cc1a8d3ef0.mp4,wait,22/12/2017,,Kemacetan,-6.214586,106.818375,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1094878,Banyak satpol pp tapi angkot dan bajaj ngetem dicuekin,http://lh3.googleusercontent.com/-eATR2gpG0hfq-GyA8zGPT6z0mh57SPvNUdWyFJ2QJQyjFEFE4l-tqC0lF_PlAz_1oRM_a2lnwXKz7qLmz0JXxREoNNB=s480-c,complete,24/12/2017,31/01/2018,Kemacetan,-6.1875,106.815552,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1095650,Parah...\u1f600\u1f64f\u1f44c\u1f44d,http://lh3.googleusercontent.com/BJ_RiKP9UP-2pnH5X-2u8YyQ7ExLGl4H-Rigpu9Z7wDHk6eJwqTmRWEGB4NWqdhbi_GkjX24TYNwLf6DHMS2hizQhCA=s480-c,wait,27/12/2017,,Kemacetan,-6.204538,106.799988,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1095677,"#angkotngetem,enak banget pol pp parkir sembarangan ,liat itu ada rambu nya,tolonggggggg TL nya di tilang ,parkir di sisi kiri dan kanan ada rambu lalu lintas nya ,parah asli parah",http://lh3.googleusercontent.com/9dH4wduyj53z4uts1oqALArwMKB3H9qmPHQCpmCUbJLPy6B3hBJdf0n0z3JOIwpq9QLXTkB9vmM9hNZ5BLeEm45r-lBd-w=s480-c,complete,27/12/2017,29/01/2018,Kemacetan,-6.182235,106.81665,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1096056,#angkotngetem,http://lh3.googleusercontent.com/teHQeF8bSxMnfbRvQwy3eiELVJOSIy79C1bbFVuvkZCqrv-xVIvLD6aWD6l63b5tIrB_RNq6niYE9OgnkIPrVfY_9Gf3=s480-c,wait,28/12/2017,,Kemacetan,-6.202192,106.822075,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1096072,betapa susahnya berjumpabdengan camat tanah abang bagi warga masyarakat yng ingin meminta tanda tanganyan sebagamn yng dikatakan seorang ibu warga masyarakat kb.kacang dua hari mundar-mandir maka ditenggarai mangkir dari jabatannya.,http://lh3.googleusercontent.com/4tnd-i8hJ-qDzQH45dr7MfCSHGU7OkVf5u9n3kszoiKaolCHZlrH3qFhCgRoOp7BI0RB8Z76v2YV8I8am-LRXI_eU7zHiw=s480-c,wait,28/12/2017,,Kemacetan,-6.200511,106.814301,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1096758,Tanah abang semerawut makin macet cet tangani secepatnya???????????,http://lh3.googleusercontent.com/Ij_fPbQMm2TF1C2PvlkVrknHLIhWK2Crs47a4Bp60e0c1hTEXdrCkdW4dZAX7LbfOoQ4JPBKKMzM4AY74ku1krqTV91z=s480-c,complete,30/12/2017,29/01/2018,Kemacetan,-6.188457,106.813789,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1099414,Traffic light Bendungan Hilir - Penjernihan tidak menyala,http://lh3.googleusercontent.com/M0NDSDW2H6KOs8_A0qPGN4bVpbPd13mX7YhERJzDBUSn4QvVVzFXpw3Jn8QocbTcihrIdGrw7zptGr2MCNH6l9VRvlGYZA=s480-c,complete,07/01/2018,22/01/2018,Kemacetan,-6.20613,106.809769,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1101249,Setiap hari dan setiap waktu seperti ini. mohon dibantu solusinya agar tidak macet. Terima kasih,http://lh3.googleusercontent.com/Cqhx8_qlu_to4c8SVygf03T8FltjgEghQUBl_jgXUsxQt1pmjkdsJPkqcHB3UwbHg1cAsS4K0TRNzbK88P3HPp8uV7aZ=s480-c,complete,12/01/2018,15/01/2018,Kemacetan,-6.212854,106.818741,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1101644,"Balap mobil dan motor liar di sepanjang jalan Asia Afrika dan jl Gerbang Pemuda hampir setiap malam dan tidak ada aparat kepolisian.
@admint",http://lh3.googleusercontent.com/4YJxp1XAqCn9-wkxH4s33g8UWA2YN_DNVo2twro8LgDvK7bjOhurgf87ETzBck6qVCql3J9yCd6eld3rwEbIVptWjYLy=s480-c,wait,12/01/2018,,Kemacetan,-6.214385,106.798256,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1101645,"Balap mobil motor liar di jl Gerbang Pemuda hampir tiap malam.
Sangat meresahkan dan rawan kecelakaan.
Tidak ada aparat kepolisian",http://qlueinvideos.storage.googleapis.com/5a590ec5f2f8a.mp4,wait,12/01/2018,,Kemacetan,-6.21445,106.798126,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1102009,"Macet Banget disini selalu , mustinya ada perbaikan dan perapian jalan.",http://lh3.googleusercontent.com/UOi1EBYX1gIrGgGsBrRskjwJH2U6p2HMsDzc_m8qySJKpvsyQE9uq3PohNV75_g8v-OabONVOr7OrH2UCLnAQu15mfXw=s480-c,process,13/01/2018,,Kemacetan,-6.193611,106.816109,Kebon Kacang,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1102233,"#angkotngetem tidak petugas dishub yg mengatur, apakah memang dilakukan pembiaran angkot untuk ngetem?",http://lh3.googleusercontent.com/eNhVvx4biB3ppl-CjEbsEMI3lZpI7qOxA_NffPbHigt7SDjx3aL-VfqpOVNweLZF5JCiNKwtj6V-ecbIFAndTnNYoXuD=s480-c,process,14/01/2018,,Kemacetan,-6.188814,106.811386,Kebon Kacang,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1102774,"Sudah biasa.
Dishub ga ada apa lagi polisi #angkotngetem #lawanarah",http://lh3.googleusercontent.com/GVYHFYdq0xU1ud8EZ-2vYZjNMUUWdLlGUS01ofRL8EYn6XG-3W-EsYeiZylThPRbfVwxNHR9Jpqy9TNRm6OyH5c94fw=s480-c,wait,16/01/2018,,Kemacetan,-6.207739,106.795952,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1102776,#angkotngetem #lawanarah,http://lh3.googleusercontent.com/6jjLR1iWoWtJMODw3GmTCoIixQDTISLqITJJzrT6Yh8ZJOToE-bI3zON4lkkzTgkN4NZgdG_EuS4yt6LwtdbfErq5kJj=s480-c,wait,16/01/2018,,Kemacetan,-6.207354,106.795868,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1102778,"#angkotngetem tidak ada polisi atau dishub.
Biasa macet parah",http://lh3.googleusercontent.com/CzJv3DLg6mQFoZiP5UNf7ASLo8C6i6pGFnIIebqEVjLam0KiHr8In6aP0CYuZkKyeUmwhqjLfiKbhoGs3Jof3qLg2naV=s480-c,wait,16/01/2018,,Kemacetan,-6.207584,106.796028,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1102824,Mhn tanya apakah rambu ini tidak melanggar hak pengguna motor ?.Mhn petunjuj.Slm peduli,http://lh3.googleusercontent.com/pMzCdtA-3Wr50sF0esF1SDHTsM85YEtBYk6600ayX0kbHHF8IBy56VGw2uKqrln61zQO6aoPViDdKSlKIfpyWX9-PVr-zg=s480-c,complete,16/01/2018,22/01/2018,Kemacetan,-6.209961,106.817955,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1103027,"Gak petugasnya,,lalin jd ngaco,, setiap jam kerja ataupun pulang kerja...maceeeeeettttt",http://lh3.googleusercontent.com/_DvL_lxhsdzKXCHyjFqT6eH_DJ6BaEBl7Ro3cTKTB36bS-2zG5owpf-KmMh7VNHZ1DEZ5d8bDqPc2OH5x6Rjx9mD2QmG=s480-c,complete,17/01/2018,21/01/2018,Kemacetan,-6.201419,106.815857,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1103031,Angkot pada ngetem...setiap jam kerja...kemana petugasnya,http://lh3.googleusercontent.com/yRo3yfMGtil9JPmSXtD4Bn_YLsuLgBVSRVCHGu5j2MLpjbUpChHynSBi_kARVt-nrNNpq4HhYVMKQcqNZcl42Hln-GmHaw=s480-c,complete,17/01/2018,03/02/2018,Kemacetan,-6.207649,106.795464,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1104781,"Putaran balik ""u.turn"" biang kemacetan di Ks.Tubun",http://lh3.googleusercontent.com/pJMyBR0FrbwwrgaRdXP_kVfEXB0GcmY5CeTRuCNDGIsUyevtQBaoUX18bcY5BZ-qFb3j8I1hNQbtCu8pxE40TCwZv7Oy=s480-c,complete,22/01/2018,05/02/2018,Kemacetan,-6.191822,106.805923,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1104987,Macet di sudirman,http://lh3.googleusercontent.com/xzhKP52AeTtRO884tY1uhC7ir6Md-hC7va3sCce-oykaFHqEykErlerPeizsiQ7EX2RtrzewvmF9dBV2LMRx8KRarqV0zg=s480-c,process,23/01/2018,,Kemacetan,-6.202367,106.822952,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1105631,Gimn gak macet di stasiun palmerah. Taxi taxi ambil jalur hingga 2 baris. Jangan selalu nilang gojek ataupun mengusir gojek. # #angkotngetem #bottleneck #taxiexpres #bluebird #polisi,http://qlueinvideos.storage.googleapis.com/5a692e889a54c.mp4,wait,25/01/2018,,Kemacetan,-6.208114,106.797005,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1106036,Macet tiap hari dan tiap waktu,http://lh3.googleusercontent.com/pIojlmNlbEQZtN5SouV_vnXt1xDudk77qvD17PEweMI8yNYTI0G4HzY--i_ieX4CZnI2YYT7vYy5U4prOH2nakam5UOFnw=s480-c,complete,26/01/2018,26/01/2018,Kemacetan,-6.21368,106.8181,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1107416,Macet terus ini jam 9.11 belum kelar tetap macet,http://lh3.googleusercontent.com/F3GIlohbCu5WNjGjk9wX2ywChPb91JcaH32PivSafYldOPVeSyOgC3Ulii3PyOFNtMB92x5Y-w56RVFY5DfYYv6AbGk=s480-c,complete,30/01/2018,30/01/2018,Kemacetan,-6.213877,106.81778,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1107425,Belum selesai pak. Masih macet,http://lh3.googleusercontent.com/JVnzD3wfxwN88J_d0tyE0dXCEe3ImUt7g4rhPXzHW41ItC8iBV6Co2TcnxioPL_ABsbVFscafIqwl5el_gHn14PXoeMb=s480-c,complete,30/01/2018,01/02/2018,Kemacetan,-6.210905,106.817497,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1107530,Macet banget tiap hari,http://lh3.googleusercontent.com/u3j5nzfI1GE8Gl3dqewBatCid4E_prSE3StWTlKtNapUdUQC-7DEMCL-PXOhBmGmfHyLLJVAd-oSoXf3t-gQODULk_v-=s480-c,wait,30/01/2018,,Kemacetan,-6.198503,106.814491,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
