Nomor laporan,Keterangan Laporan,Foto Laporan,Status laporan,Tanggal lapor,Tanggal ditindaklanjuti,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi,Day,,,
1065421,Setiap hari macet di sekitar underpass Kemayoran menuju Pasar Baru. Mohon solusinya.,http://lh3.googleusercontent.com/mqOc66aLGGK3_yGvVkFNtsf7HgTieFtrVskqWieeOHQlixJ8kNlvHqa4ExoESsQwa4fC5JLpJxPBwqw5oFRy52luIrGMVQ=s480-c,complete,21/10/2017,22/10/2017,Kemacetan,-6.156783,106.846329,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1065461,"Kebijakan yg baik kah??
Membuat kondisi jalan yg lain berimbas macet. Waktu tempuh lebih lama jd tidak efisien, membuat pemborosan bbm, polusi udara bertambah.
Pertimbagkan semua kebijakan.
Apa semua perlintasan d tutup sj? #pinturelKA #macet",http://lh3.googleusercontent.com/HfG8AWRbLaRuMJVGDMdwuZJodcOf7a-pbZJUJNq3HaDWQiKWyqq25er6yprxEHBmyKdQB9wh8c2OX7qvEGA6Jv3dC_o=s480-c,complete,21/10/2017,22/10/2017,Kemacetan,-6.161082,106.846642,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1066106,Jalanan yg melewati rel kereta jl angkasa di tutup. Semua mesti lewat underpass. Alhasil tambah macet. Mohon perubahan  ini di ralat.,http://lh3.googleusercontent.com/zVS6YiThrNDQ8-J1pmanYotqcEvzcW9UX_ogsRf7rW6xam6Uc28m-l-mTbp14GiBi-A9zsLx9ph5_164Doe5LIWCDlCO=s480-c,complete,22/10/2017,22/10/2017,Kemacetan,-6.157507,106.843338,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1066295,Mau keluar dari Gambir susah banget. Gimana sih? Ga ada perubahan ini stasiun.,http://lh3.googleusercontent.com/2xQVi6YmULfupHgbvbWhHkGSbYCp8eyMC-iG8PL5EtN3wAzrMad2Uq8vOACdx_Alx3ReRb8QpUAF1xzZ6LTzTyWpVP4=s480-c,wait,22/10/2017,,Kemacetan,-6.177567,106.829941,Gambir,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1066456,#macet#macet parah sejak jalan atas di tutup di jalan angkasa menuju ke sawah besar.buang waktu dan bbm.terima kasih.,http://lh3.googleusercontent.com/han1g75HhnGXoAARqoaxBhV_FbJdh654_5LxJktiSZ4yhcWbceg_m1OpGQiA2DcfpwkMMuWBLT_-mjbnwrpwh1XiIxHaDw=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.155744,106.845451,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066473,tutup jalan angkasa imbas sampe kaya gini bisa sejam lebih di underpass aja #bottleneck #jasamarga,http://lh3.googleusercontent.com/bdWj-R35jvHVTf2u2-ACy0xTMOn3iKlTNFYBr_Y8tG9SY9KALKiD6Fjrd3LnSXHZHoZ-8GrMZCPTCwPBMzAfiZOft-WfEQ=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.157057,106.84166,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066554,Underpass jl.angkasa jd macet parah semenjak akses melewati jalan kereta ditutup \u1f629\u1f629,http://lh3.googleusercontent.com/OKGrooiRd9tk0Y3oI3n15XqJNlr6bZB2qtEdMiWAq70fcyPusOSuGHL9NDVZy1_kpZd8ubAAFYMS9Z5Ssd0ASf1SfYA=s480-c,wait,23/10/2017,,Kemacetan,-6.158278,106.839928,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066579,Sebelah Kiri jalan underpass angkasa macet hebat setiap Hari sd jam 10 malm. Akibat penutupan rel kereta api angkasa. Perjalanan biasa 10 menit jadi 1 jam Pak. Tidak bergerak . Silahkan lewat pejabat Kai atau pemda. Turun ke jalan Pak lihat rakyat menderi,http://lh3.googleusercontent.com/FYMXyjfzqBTYeP8hZg8ydkq-pSprlCU6JWtmFY3-IZ8SHLEG9cvGCbEOBZ7pW7LF3rWXus7PsUqE0GI2i7atgJxtYiDN1w=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.159499,106.837723,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066705,#angkotngetem #pinturelKA macetnya parah.. uda 1jam,http://lh3.googleusercontent.com/zC9W5PNrWg-yjkVnJRtBZOCEmiFZQIWUuLHguion5mQ-RRsw-70LzRw5sChnqgUsoHqrZFTTn6BmrmQrioo6YlKHjDLx=s480-c,wait,23/10/2017,,Kemacetan,-6.163775,106.84478,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066710,#angkotngetem #pinturelKA #lampumerahmati,http://lh3.googleusercontent.com/xSi144QM8T71VwFTPdnxa1lx6JNJDF5Fq1N2zK6JZ7fm8DN7-sxs7W-H3bII6CkU4oSMKiCWW5I-Y_ml6TRMplRNwrAp=s480-c,wait,23/10/2017,,Kemacetan,-6.162223,106.844559,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066715,#lampumerahmati #angkotngetem #pinturelKA #lawanarah uda hampir 1.5jam disini..,http://lh3.googleusercontent.com/PjuElt7eHg5MTR4RVIjdN8RdVIjKw1M2FdI1qhd65LIlf0k8zabs9_BvbG9JwHXvdnrzOiYYVkF1tG5A5ej14Wt5wcoigQ=s480-c,wait,23/10/2017,,Kemacetan,-6.161943,106.844398,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066723,Masih macet juga. Tolong dinas twrkait atur lalinnya.. #lampumerahmati #angkotngetem #pinturelKA,http://lh3.googleusercontent.com/CoU7E_19ckgEjKR5pzxsVkT1eQ_gT_byWKC3deM9pAe_iE_mhNW5NWbQDz33OdEpgpgxcFIab7h4yhPNKW0SEUtfIQNh=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.162132,106.843803,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066732,#angkotngetem #pinturelKA #lawanarah #jasamarga #lampumerahmati,http://lh3.googleusercontent.com/10ukSAK4K22KvJH6dFwwqdWKImqbLwUhqUI5h4qFK9-VIAIoFVUR3Q46ONfaHyJUZRumf7_u-SXo7Atq-Vid_sA_F-ZGgA=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.162235,106.843376,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066744,Macet apa nii arah roxy. Tolong donk 1 jam juga nii disini. Thx..,http://lh3.googleusercontent.com/zpdErD0vcyN196QE2oP2EwW79vhHAF4VqKN5owHoh4Z95wJf_D3q_0y4_a5yusXhWQIT1NmviRSjC12UMlzg01d-Bmk=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.165157,106.814301,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066747,Lampu merah sampai hijau 8x. Gw tetep disini.. knp macet yah. Arah grogol. Roxy aja blm kliatan nih..,http://lh3.googleusercontent.com/wLW-HISXfoAkyVbL3BPkQ8q6z1izTuyLLdPhU6TgnRANrzxZE1PzkLd7qaFuiRXA2zV5GGa51cid2ruIQLmZEsRZnM8v=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.165332,106.814125,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066749,Hijau ke sekian kalinya. Tetep macet..,http://lh3.googleusercontent.com/OV6QArUIgTdZBEIWYgOOKEt9dJ6IwO2Vsk-KsUCIJJSzHD5EjG8-S5dGkWwb7GTalaDu4dRL0Dm0Wmlb6pQu86La8xQ=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.165372,106.814117,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066751,Sampai merah lagi. Tetep diaini,http://lh3.googleusercontent.com/1tdXWy99bq_oYMsrjaCHxcTQCwlQ5HzPQGwrjwRme3Wa7KIAyamh6VvJ3CYKTyEsrb7HzoFsgG0P3J20BjXWna7pZrwO=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.165319,106.813606,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066761,#lampumerahmati #angkotngetem dimana mana macet,http://lh3.googleusercontent.com/VdrLw80nfxlQm5Cfp1kF2STR6a72ZLVlpL1axHtcyGQXaRgfpgunuxSSZSQhj2caFfioDmn6OMSohhG5j4YDjBMgirsi=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.166946,106.8265,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066775,Macet pula disini. Gunung sahari II #lampumerahmati #angkotngetem,http://lh3.googleusercontent.com/ku1Iz4I1yIVgHIjPtF_1uTnm1M3ST1avcl5ynBuv6bH5ngI8neiDyV0ZHkwKWEXeiIKREs8-gquaYUkbz5m6moQlDTYu=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.16828,106.841377,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066776,Hijau uda 4x ga jalan juga.. #pinturelKA #angkotngetem,http://lh3.googleusercontent.com/NmIHfQrrP7660AY3aQRYQb1BxNdJySuCiYQuHHtzYc_ssl9u0St5z878mBNJuVxaK2FOEQNnYJhrNVh-YKTs1oWA27sspQ=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.168544,106.841324,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066780,Merah lagi. Hijau lewat 3x. Masih di tengah,http://lh3.googleusercontent.com/5-JGm-YqCL6m8IfPmQYlyzQ2pBpdU1zyvOFfUE6EA1mxb9mcrSzTCLRq3P66XOHjvKAb1tGnWt5wnHzRFnTF_L-BKE6Q=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.16846,106.84166,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066781,Merah lagi...,http://lh3.googleusercontent.com/LCEiXf53povdK5eOGBB3ekH95K1EHYG_ycb3cWQbtaFts11HXSnNn97vv6PY9NBLHKL7xpVQ42QZxXfSxGZtzP0DXBP5=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.168167,106.842125,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066782,Hijau tetap berhenti.. #pinturelKA #angkotngetem,http://lh3.googleusercontent.com/OkYVs2pSpfWIfTJ4QSN5QvMsGMhDPiIYmDWiWJM-IBbQvHT7lA7u-tFtaejK1xv_r-qttEFXaBtVjg_m8f0U-wDT4A06lA=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.168187,106.842239,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066785,Merah lagi bos... #angkotngetem #pinturelKA,http://qlueinvideos.storage.googleapis.com/59edd2b37b3ea.mp4,complete,23/10/2017,23/10/2017,Kemacetan,-6.168165,106.842194,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066786,#pinturelKA #angkotngetem tegas dan atur pak. Thx,http://lh3.googleusercontent.com/IhQl2S0ngCMzUbFuw_Oo_j8q_gvcQccUtC_WuoOxABNSAK6_YbiOMS8muZSui8bijXxCzoSQdX6MMDGmcgRxttfftA15=s480-c,complete,23/10/2017,23/10/2017,Kemacetan,-6.168187,106.842438,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066899,Apa manfaatnya menutup perlintasan kereta api di jalan angkasa ??? Malah nambah masalah kemCetan.. tolong ditinjau lagi kebijakannya..,http://lh3.googleusercontent.com/_bH32VXfo2S-amgxt5DxonYq-IRYHGWA9aJcHFjAg5uRxiFHrpkjWRjEcKTWSdFXpjI3bw91DxaU1N9GG8LlFv1HYIdw=s480-c,complete,23/10/2017,24/10/2017,Kemacetan,-6.156805,106.8442,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1066935,Macet bgt lampu merah cepat akses cuma 1 lajur,http://lh3.googleusercontent.com/SMas-LP7ZT4DogNjksykK9k4Rhgbc9e1zL-UHeUDWn0H4XfDHh4wfFnPtmzuKCXoSrqxaXNzSAxN-9BOFiCmI04VhX2l=s480-c,complete,24/10/2017,24/10/2017,Kemacetan,-6.15907,106.837967,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1066939,"Akibat penutupan jln angkasa,kebijakan yg kurang waras dan gak ada hasilnya",http://lh3.googleusercontent.com/HYo-j1613iZdwK7rkxuXQZ_PfhsfbnEG1VeUzfN1gte0DqUM9qpXbRA12aHljObaWFP0RKV5csMj9TPRgfrYDdPOlgA=s480-c,wait,24/10/2017,,Kemacetan,-6.160783,106.849075,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1066944,Pagi2 sudah macet parah di rel kereta industri,http://lh3.googleusercontent.com/fIfX-8gL64r5zSVbFsm-4zalH6KPzOm3MmVJyrMIhWeAVHjSHA0i-2ndP38YCLL42WaDKi7nLCSeSfncQ0hrCm_lwkul=s480-c,complete,24/10/2017,24/10/2017,Kemacetan,-6.153453,106.844116,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1066989,Underpass Kemayoran macet parah sejak ada penutupan lintas KA. Sangat berbahaya bila terjadi banjir. Mhn kebijaksanaannya #pinturelKA #bottleneck,http://lh3.googleusercontent.com/SyDpHVxtmU9ho84yvFsGOr9wsAuST3fqUURJJRqVHEufSTfK5NxG1LqpKSwCCvq6BTAHM4jjO35RN8EU7EhY8PIyc5rVSw=s480-c,complete,24/10/2017,24/10/2017,Kemacetan,-6.157222,106.843887,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067057,Macet luar biasa hebat. Underpass angkasa.Perjalanan 2km biasa ditempuh 15 menit menjadi 1 jam. . Menutup rel kereta Dan mengorbankan ribuan kendaraan dalem kemacetan hebat BUKAN kebijakan yg tepat. Mohon turun Dan merasakan penderitaan kami. Turun ke lap,http://lh3.googleusercontent.com/_wJbbEb7P_a88xXLlHH6pfduy83CzgM7BjVCT3ku97NplWFFqMfcRxXH5kVDwnPB6ZmIv8zNSbMiCSXoI5w9aMmBW28=s480-c,complete,24/10/2017,24/10/2017,Kemacetan,-6.157005,106.847893,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067131,Macet panjang sebelah Kiri jalan Garuda menuju stasiun kemayoran sd pool damri akibat kebijakan ceroboh Dan tidak matang pt Kai Dan pemda dgn menutup jalur kereta angkasa. Imbas kemacetan parah sd malam Hari pukul 21:00. Perjalanan 10 menit ditembus dalam,http://lh3.googleusercontent.com/uWOskfzPk-JLYedetu0gIQRknnwgPlGEy4PpaLlAyBPsdsYko8eOOpCVhhaSddY2e2_zI8SqyJ5qXAxX6TBi-964LNlTsw=s480-c,wait,24/10/2017,,Kemacetan,-6.162263,106.843094,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067152,Lampu merah jalan angkasa ngaco #bottleneck,http://lh3.googleusercontent.com/ZOLVLldCL7JWz3xGok8Zp5OKhZY3wslY9BfqrigZCC0DzI-NtGKeZYc-EM-tDiuPNDbYP8EcwbGhxHZ8gkQTGSSliydJ=s480-c,complete,24/10/2017,24/10/2017,Kemacetan,-6.15909,106.838631,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067160,"Tugu Tani.. Kalo lancar ada polisi yang ngatur.. Giliran macet ngekor panjang,polisi hilang... #bottleneck #kurangpetugas
Dari kwitang sampai lampu merah stgh jam saja.. Makasih pak polisi dan bapak2 yang seharusnya bertugas",http://lh3.googleusercontent.com/RJuO4MtG4zyyLHFL_054muOGlYPaIOxb5EvJY_n8YqQ1PmDRr_Zkz9F0xHDwJUNLcZAmhMJdKznetPVqKinCZ7IaiCij=s480-c,wait,24/10/2017,,Kemacetan,-6.182256,106.835854,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067191,"Akibat jln angkasa ditutup,kemacetan sampai kemana2.mana ga ada polisi yg atur disetiap persimpangan.",http://lh3.googleusercontent.com/knmdEMVeag6MHF02QxKWfhfvEZTMcOPY1y31vnNLo2QzNAm-wWYkebHEt6iL6lJC3KdR4CjIjPlMWMCFkBzcmXFIWNfDYQ=s480-c,wait,24/10/2017,,Kemacetan,-6.163509,106.844955,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067306,Jalur busway arah kota ke gunsa selalu terpakai dengan mobil pribadi dan angkot. Didpn juga banyak angkot yg muter balik lawan arah. Shingga slalu macet bs 1 jam lbh.,http://lh3.googleusercontent.com/nhg4QGVy2g3K6FfP-yMoJraE1qkmHKzg-4bxYxKo2v_6zjvzo1c9YUSEC7dxbqijEYl8TH8ULFaNaTagQIeKFVa5z1Ku=s480-c,wait,24/10/2017,,Kemacetan,-6.135809,106.82795,Mangga Dua Selatan,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067324,"Macet parah arah pasar baru menuju kemayoran  semenjak penutupan rel angkasa.

lebih baik dibuka kembali karna kemacetan jd mengular dan merembet ke jalan alternatif sekitar",http://lh3.googleusercontent.com/LLniRqd88qDN6F6bzuAbHtVW3mpDh7oTMkQbiQ3E4fDeA6RcHiNrOafpf4G3jUgTHCkDvXfq9UG88ylMLBYYjAGst9mUkg=s480-c,wait,24/10/2017,,Kemacetan,-6.160329,106.834167,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067343,#angkotngetem,http://lh3.googleusercontent.com/rI2CsjL74fvTfaISXhFDi2sNU95WPcU-xCJvAGeESL7niEYGEKAQ0iQx0zw8vpfYvSO5PZvgbKol-EPHdOCsioYCyL0=s480-c,wait,24/10/2017,,Kemacetan,-6.202352,106.79866,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067394,Setiap hari... jam segini aja udah panjang kemacetannya... tanpa solusi... Mungkin Pemda dan PT KAI menganggap Anjing menggingging khafilah berlalu ya.... masyarakat bayar pajak eooiii bukan utk di siksa spt ini.... susah amat sih buka kembali jalur linta,http://lh3.googleusercontent.com/J7Q4j8uss-rAmISJuZcml50BpW3V6HWVLD8Q_bcny6WJvBlBCaONsibDYQjCce7C6fwkc3YCnd86COUbXb8tL1nUWrjAkQ=s480-c,complete,24/10/2017,24/10/2017,Kemacetan,-6.157621,106.843391,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1067422,Sebelah stasiun palmerah macet parah. Apakah ada petugas yg mengurai kemacetan ini? Angkot dan angkutan online banyak yg ngetem,http://lh3.googleusercontent.com/YYWD_hKf2J0rZe9zcXsW5zixiE6sviP_bAbJbvBvjoVqNGeRnhJiref7AnASlesYmiEDguqXVOItmNoHhiN6hYMJKXnL=s480-c,wait,25/10/2017,,Kemacetan,-6.202883,106.801041,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067426,Bikin macet,http://lh3.googleusercontent.com/NtkOLNucS2xTvWZnGFhbVgO1XR0k5ZRoWBJ-rrHMGNZHZbWWkjMf4pJW-jx0bHds2A3fYx2MioOoy85K0Hp67PoZagFpJg=s480-c,wait,25/10/2017,,Kemacetan,-6.207799,106.797424,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067433,Imbas penutupan jalan angkasa #pinturelKA #bottleneck,http://lh3.googleusercontent.com/lxgE8xE0V3NskQacYQsoh_ZWv6Ymn8hNaR0W4psT7DtjMF09wA7XUf-unm5bA4XnFYTi7HqFDKlX-h_po0zUoR-UyTEL=s480-c,complete,25/10/2017,26/10/2017,Kemacetan,-6.157653,106.843307,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067437,"#bottleneck #dishub
Tolong ya mau sampe kapan macet gak karuan ini mau di biarkan!!!!!!
Tadi nya sebelum di tutup normal2 saja",http://lh3.googleusercontent.com/DGtTlx5RLjpMYb3ZrPcjx1nsoeVm5SjpCi7OX7rmjKBxTvd-4r5s55TjPxW-Na1jqeGA8EwZbZfUPdVbUDn7FzU4a7I_=s480-c,complete,25/10/2017,26/10/2017,Kemacetan,-6.157469,106.845406,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067852,"#pinturelKA tolong di TL macett terus nih, kalau mau ditutup ya langsung di tutup jangan di buka begitu sama preman Roxy. Tolong di TL banyak pak ogah nya juga yang minta duit kalau mau jalan. Thanks",http://qlueinvideos.storage.googleapis.com/59f07402f1892.mp4,wait,25/10/2017,,Kemacetan,-6.166168,106.802132,Duri Pulo,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067859,Macet dr parkiran atas GI arah keluar,http://lh3.googleusercontent.com/BGiQcby5pgwwhIso3XBEKlZrBGGfqbQWFK9ZiCwioRC-nQVnCnU_rztZw1oXuXW0TAMlgEdPdxLHoJBj3SziVCM8YMw=s480-c,complete,25/10/2017,27/10/2017,Kemacetan,-6.1964,106.822578,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067877,"#angkotngetem 102, depan senayan. bikin macet

 @RoufGL4 @eX @pandanganmata @akiballak @garank @djoko311_NEO @MeiSha_NEO   @SANGPELAPOR007    @kelkramatpela  @anonxx @tulkiyem55 @nerada23 @kasatpelDishub @TampanDen @thesafarian1 @buaya46 @Bima_1    @cebon",http://lh3.googleusercontent.com/t7BBI8GrE3ZYtJzzo034oVHVRskcp0EIskfk0IXSPZPh3sTmOy3PL_Ng_MKfiIO_kkqTM9_i_Aosr-y4wUg5-u98l54kqQ=s480-c,wait,25/10/2017,,Kemacetan,-6.227138,106.798401,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1067878,"#angkotngetem 102, ngetem, depan Sency. bikin macet

 @RoufGL4 @eX @pandanganmata @akiballak @garank @djoko311_NEO @MeiSha_NEO   @SANGPELAPOR007    @kelkramatpela  @anonxx @tulkiyem55 @nerada23 @kasatpelDishub @TampanDen @thesafarian1 @buaya46 @Bima_1",http://lh3.googleusercontent.com/DKvIYiRM-qVzZ8QUgixFVvx8R88UCmSXcF4yVduA-jmSWZmr5SA-_lNIyRg7EJFe3FRzp8CuIOTUlvyBocDir8p_Cx0=s480-c,wait,25/10/2017,,Kemacetan,-6.228586,106.79818,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1068305,"Setiap jam macet,akibat penutupan jln angkasa.yg buat kebijakan..anda waras gak?",http://lh3.googleusercontent.com/qBnh0Crf1HPiFmWGzgVeuFzoDAys0QYZGc-N5Fl13baHdCcksUyocvuf7D-hE_eJSXhBtIceSkeL5q5jpHWYaoStp0SK=s480-c,wait,26/10/2017,,Kemacetan,-6.161551,106.845909,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1068423,Petugas lalu lintas tak ada yang jaga.... #lawanarah,http://qlueinvideos.storage.googleapis.com/59f1c95c6f5b8.mp4,wait,26/10/2017,,Kemacetan,-6.201276,106.81543,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1068642,Macet depan DPR #bottleneck,http://lh3.googleusercontent.com/qWNl2GEqUuSlFPyK10RlTFPQEin_9bSNLxJlKVuqgccSeMBPmlB8yuDZTg-RZgu3vtIpxtJp6Tb65iixDxEPkyVJr7ntOw=s480-c,wait,27/10/2017,,Kemacetan,-6.210307,106.805328,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1068655,"Lampu lalulintas terlalu cepat di hijau, merahnya lama. Antrian sampe tengku umar",http://lh3.googleusercontent.com/XEstHIsp7ytV-7VI79pcszI_xaR1W51AWUaaa5dJpZ_eL33EuzAAHlDNfzJ2FOb7WbYYKkrzRGLzglbgESx5yd8rxpBJ=s480-c,complete,27/10/2017,27/10/2017,Kemacetan,-6.195414,106.829102,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1068712,Taksi ngetem,http://lh3.googleusercontent.com/CbOElOE9W6s2ysK0rTSoQHMpOb5EhYeU9fRZPq9NnVKhg1533hvhiG7pTq1F0MXlO-VwsGY_cJTT0QW35G8BsVCXz3Wr=s480-c,complete,27/10/2017,28/10/2017,Kemacetan,-6.185627,106.815186,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1068851,"Perlintasan kreta ini juga tutup aja sekalian. Biar maknyos..
Ada underpass utk mengurangi volume kendaraan, bukan sdh ada underpass malah jalan yg sdh ada d tutup.
Pertimbangkan matang2 #dishub #pinturelKA #lawanarah",http://lh3.googleusercontent.com/l2peJO3s0C32iqfr5X21pqspXzO4i_VdG2R-a4o4EcWHfYEaSk5n6fHkdoFQr2JdPgTYCFmQNtt_NrzWmzRXq2UILyVn=s480-c,complete,27/10/2017,04/11/2017,Kemacetan,-6.150788,106.841171,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1069359,"Krn kondisi seperti di rambu RPPJ ,apa.sdh dipikirkan volume lalinnya ? Macet........!!!!!!",http://lh3.googleusercontent.com/o7yV3q4wwevB8pa6pd-aKchfr1jCDaafrSSc6wQTvxPtEOeqMuEmiEvCAoQrCIu3EBx354qLdIjfzZjH5ztTdKRsxWFS=s480-c,complete,28/10/2017,29/10/2017,Kemacetan,-6.157717,106.843216,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
